virus	lineage	ID
H3N2	new	MT031424
H3N2	new	MN507299
H3N2	new	MN948708
H3N2	new	MN948403
H3N2	new	MT168789
H3N2	new	MN820435
H3N2	new	MN881975
H3N2	new	MN638642
H3N2	new	MN507347
H3N2	new	MN581624
H3N2	new	MN552556
H3N2	new	MN881105
H3N2	new	MT031459
H3N2	new	MT030947
H3N2	new	MN948692
H3N2	new	MT245563
H3N2	new	MT168639
H3N2	new	MN755289
H3N2	new	MN755305
H3N2	new	MN820411
H3N2	new	MT245984
H3N2	new	MT245681
H3N2	new	MN948594
H3N2	new	MN820155
H3N2	new	MN820051
H3N2	new	MN948612
H3N2	new	MN638539
H3N2	new	MN819979
H3N2	new	MN581576
H3N2	new	MT245450
H3N2	new	MN948570
H3N2	new	MN948684
H3N2	new	MN948777
H3N2	new	MN581656
H3N2	new	MN755377
H3N2	new	MN755265
H3N2	new	MN820115
H3N2	new	MN948415
H3N2	new	MN755281
H3N2	new	MN755369
H3N2	new	MN755385
H3N2	new	MT031436
H3N2	new	MT031059
H3N2	new	MT031259
H3N2	new	MN948801
H3N2	new	MK898657
H3N2	new	MK633665
H3N2	new	MT168673
H3N2	new	MK576898
H3N2	new	MN372599
H3N2	new	MT342280
H3N2	new	MN372927
H3N2	new	MN371549
H3N2	new	MN319302
H3N2	new	MN371557
H3N2	new	MN519279
H3N2	new	MT056194
H3N2	new	MN372743
H3N2	new	MT169436
H3N2	new	MT246064
H3N2	new	MT245578
H3N2	new	MN755048
H3N2	new	MN755353
H3N2	new	MN755505
H3N2	new	MN581500
H3N2	new	MT030918
H3N2	new	MN755313
H3N2	new	MT056178
H3N2	new	MN820427
H3N2	new	MN819915
H3N2	new	MT030881
H3N2	new	MN319334
H3N2	new	MN423899
H3N2	new	MN423804
H3N2	new	MN222146
H3N2	new	MN423417
H3N2	new	MK913022
H3N2	new	MN638619
H3N2	new	MK762978
H3N2	new	MN638427
H3N2	new	MN820355
H3N2	new	MN424171
H3N2	new	MT245825
H3N2	new	MT169010
H3N2	new	MK913158
H3N2	new	MK913126
H3N2	new	MN081410
H3N2	new	MK913118
H3N2	new	MK927192
H3N2	new	MN552612
H3N2	new	MN947768
H3N2	new	MK744240
H3N2	new	MK960115
H3N2	new	MN222138
H3N2	new	MK869179
H3N2	new	MK744288
H3N2	new	MN873892
H3N2	new	MN084424
H3N2	new	MN319382
H3N2	new	MN247944
H3N2	new	MN221866
H3N2	new	MN222250
H3N2	new	MK856545
H3N2	new	MK912766
H3N2	new	MK856502
H3N2	new	MK960820
H3N2	new	MN084071
H3N2	new	MK905292
H3N2	new	MK913102
H3N2	new	MN552572
H3N2	new	MK913110
H3N2	new	MK633713
H3N2	new	MN084960
H3N2	new	MN424059
H3N2	new	MN084017
H3N2	new	MK742954
H3N2	new	MK785839
H3N2	new	MK772191
H3N2	new	MK633737
H3N2	new	MK633633
H3N2	new	MK633681
H3N2	new	MK898639
H3N2	new	MN085272
H3N2	new	MN247912
H3N2	new	MK772223
H3N2	new	MN084267
H3N2	new	MT245946
H3N2	new	MN552660
H3N2	new	MN581536
H3N2	new	MN423426
H3N2	new	MN581592
H3N2	new	MK869203
H3N2	new	MN084920
H3N2	new	MK744432
H3N2	new	MK912582
H3N2	new	MK786103
H3N2	new	MK772231
H3N2	new	MK633729
H3N2	new	MN084408
H3N2	new	MN074010
H3N2	new	MN948665
H3N2	new	MT169148
H3N2	new	MT342600
H3N2	new	MT168883
H3N2	new	MN820019
H3N2	new	MN372687
H3N2	new	MN820283
H3N2	new	MT031482
H3N2	new	MK960116
H3N2	new	MN000522
H3N2	new	MN245911
H3N2	new	MT168693
H3N2	new	MT031003
H3N2	new	MT342042
H3N2	new	MT169340
H3N2	new	MT169324
H3N2	new	MT031515
H3N2	new	MT245730
H3N2	new	MN423374
H3N2	new	MN084904
H3N2	new	MN222074
H3N2	new	MT342376
H3N2	new	MT245394
H3N2	new	MN074834
H3N2	new	MN372839
H3N2	new	MN372584
H3N2	new	MN221487
H3N2	new	MN247546
H3N2	new	MK744170
H3N2	new	MN222554
H3N2	new	MN078675
H3N2	new	MN222957
H3N2	new	MK961036
H3N2	new	MN423998
H3N2	new	MN424006
H3N2	new	MN372465
H3N2	new	MN423694
H3N2	new	MN372534
H3N2	new	MN078627
H3N2	new	MN074562
H3N2	new	MK960748
H3N2	new	MN081490
H3N2	new	MT245960
H3N2	new	MN084624
H3N2	new	MN949041
H3N2	new	MT341941
H3N2	new	MT341954
H3N2	new	MN423558
H3N2	new	MN656044
H3N2	new	MN221473
H3N2	new	MK745728
H3N2	new	MN169320
H3N2	new	MN372607
H3N2	new	MN372959
H3N2	new	MN081378
H3N2	new	MN424222
H3N2	new	MN222762
H3N2	new	MT102509
H3N2	new	MN423401
H3N2	new	MN247530
H3N2	new	MN373079
H3N2	new	MN222309
H3N2	new	MN319121
H3N2	new	MN372473
H3N2	new	MK928106
H3N2	new	MN223245
H3N2	new	MK676843
H3N2	new	MT102503
H3N2	new	MK785823
H3N2	new	MT102518
H3N2	new	MN221528
H3N2	new	MN084768
H3N2	new	MN424143
H3N2	new	MN078448
H3N2	new	MN085080
H3N2	new	MN078683
H3N2	new	MN074938
H3N2	new	MN061155
H3N2	new	MN372703
H3N2	new	MN074530
H3N2	new	MN061171
H3N2	new	MK927722
H3N2	new	MN223042
H3N2	new	MN084696
H3N2	new	MN061123
H3N2	new	MN000773
H3N2	new	MN061227
H3N2	new	MK912646
H3N2	new	MN061163
H3N2	new	MK928074
H3N2	new	MK745888
H3N2	new	MN074346
H3N2	new	MK960372
H3N2	new	MT056570
H3N2	new	MN948577
H3N2	new	MK960126
H3N2	new	MN154241
H3N2	new	MN078507
H3N2	new	MK839739
H3N2	new	MN247282
H3N2	new	MK927810
H3N2	new	MK912462
H3N2	new	MN638707
H3N2	new	MN074011
H3N2	new	MN820339
H3N2	new	MT105458
H3N2	new	MN372615
H3N2	new	MN423662
H3N2	new	MN552580
H3N2	new	MN318998
H3N2	new	MN873964
H3N2	new	MK785807
H3N2	new	MK905306
H3N2	new	MK633641
H3N2	new	MN873838
H3N2	new	MN373135
H3N2	new	MN222474
H3N2	new	MK856889
H3N2	new	MN084280
H3N2	new	MK633649
H3N2	new	MK576906
H3N2	new	MN507331
H3N2	new	MN085304
H3N2	new	MN169400
H3N2	new	MN085112
H3N2	new	MN507291
H3N2	new	MN081210
H3N2	new	MN423395
H3N2	new	MT031051
H3N2	new	MK899170
H3N2	new	MN222770
H3N2	new	MN873980
H3N2	new	MN638627
H3N2	new	MN247698
H3N2	new	MN372479
H3N2	new	MK856666
H3N2	new	MN085099
H3N2	new	MT246113
H3N2	new	MN552628
H3N2	new	MT499750
H3N2	new	MN078491
H3N2	new	MN245935
H3N2	new	MN246882
H3N2	new	MN975667
H3N2	new	MN638499
H3N2	new	MN223237
H3N2	new	MN074698
H3N2	new	MN078619
H3N2	new	MN948601
H3N2	new	MK856496
H3N2	new	MK624187
H3N2	new	MN573351
H3N2	new	MK635979
H3N2	new	MK744864
H3N2	new	MN594840
H3N2	new	MN594842
H3N2	new	MK474829
H3N2	new	MK623236
H3N2	new	MN594838
H3N2	new	MN222949
H3N2	new	MK445973
H3N2	new	MK763680
H3N2	new	MK772279
H3N2	new	MK869275
H3N2	new	MK927199
H3N2	new	MK839683
H3N2	new	MK927188
H3N2	new	MK265411
H3N2	new	MN169592
H3N2	new	MK763632
H3N2	new	MK927842
H3N2	new	MK677146
H3N2	new	MK292617
H3N2	new	MK745640
H3N2	new	MK857420
H3N2	new	MK744224
H3N2	new	MN638547
H3N2	new	MT102508
H3N2	new	MT102499
H3N2	new	MK363403
H3N2	new	MK960908
H3N2	new	MK576794
H3N2	new	MK633601
H3N2	new	MT102498
H3N2	new	MT031019
H3N2	new	MT105426
H3N2	new	MN568007
H3N2	new	MK869211
H3N2	new	MK633609
H3N2	new	MN573343
H3N2	new	MN221957
H3N2	new	MN074410
H3N2	new	MN552588
H3N2	new	MN948969
H3N2	new	MN820259
H3N2	new	MK745944
H3N2	new	MN568471
H3N2	new	MK265435
H3N2	new	MK554963
H3N2	new	MK446150
H3N2	new	MN570519
H3N2	new	MK446066
H3N2	new	MN573247
H3N2	new	MK265403
H3N2	new	MK772519
H3N2	new	MN573215
H3N2	new	MN570503
H3N2	new	MK927834
H3N2	new	MT102519
H3N2	new	MN948865
H3N2	new	MK636451
H3N2	new	MK744642
H3N2	new	MK624539
H3N2	new	MK839311
H3N2	new	MK623220
H3N2	new	MK676796
H3N2	new	MK772730
H3N2	new	MK624547
H3N2	new	MK677355
H3N2	new	MK743434
H3N2	new	MN594839
H3N2	new	MK636123
H3N2	new	MK265459
H3N2	new	MN001008
H3N2	new	MK744608
H3N2	new	MN570687
H3N2	new	MK292625
H3N2	new	MK763014
H3N2	new	MN594841
H3N2	new	MN955492
H3N2	new	MN955496
H3N2	new	MK839803
H3N2	new	MN573919
H3N2	new	MN570383
H3N2	new	MN570431
H3N2	new	MK595698
H3N2	new	MK592845
H3N2	new	MK592839
H3N2	new	MK592840
H3N2	new	MK592849
H3N2	new	MK960556
H3N2	new	MK623990
H3N2	new	MK398665
H3N2	new	MN570935
H3N2	new	MN569247
H3N2	new	MK077336
H3N2	new	MN169584
H3N2	new	MK912283
H3N2	new	MK744744
H3N2	new	MN570559
H3N2	new	MK077488
H3N2	new	MN955491
H3N2	new	MN955497
H3N2	new	MN955489
H3N2	new	MN955490
H3N2	new	MN955487
H3N2	new	MN955494
H3N2	new	MN955493
H3N2	new	MN955499
H3N2	new	MN955502
H3N2	new	MT056514
H3N2	new	MT056506
H3N2	new	MN975938
H3N2	new	MT169220
H3N2	new	MN975549
H3N2	new	MN948881
H3N2	new	MN975930
H3N2	new	MN423475
H3N2	new	MN948481
H3N2	new	MN955501
H3N2	new	MT056234
H3N2	new	MT031379
H3N2	new	MN975731
H3N2	new	MN955498
H3N2	new	MN955500
H3N2	new	MN820267
H3N2	new	MT031671
H3N2	new	MN975795
H3N2	new	MN975787
H3N2	new	MN820211
H3N2	new	MN819863
H3N2	new	MN881942
H3N2	new	MN881879
H3N2	new	MN975538
H3N2	new	MN755329
H3N2	new	MN820347
H3N2	new	MN881887
H3N2	new	MT031642
H3N2	new	MT245802
H3N2	new	MN949057
H3N2	new	MT031244
H3N2	new	MT245386
H3N2	new	MN975962
H3N2	new	MN755345
H3N2	new	MN755241
H3N2	new	MT169052
H3N2	new	MN581608
H3N2	new	MN755321
H3N2	new	MT056282
H3N2	new	MT031395
H3N2	new	MT105466
H3N2	new	MT245770
H3N2	new	MT168870
H3N2	new	MN819995
H3N2	new	MN507371
H3N2	new	MT245754
H3N2	new	MN819931
H3N2	new	MT030891
H3N2	new	MN975835
H3N2	new	MN948748
H3N2	new	MN820123
H3N2	new	MT245862
H3N2	new	MT056442
H3N2	new	MT246024
H3N2	new	MN820227
H3N2	new	MN820323
H3N2	new	MN638459
H3N2	new	MN947772
H3N2	new	MN975587
H3N2	new	MT030981
H3N2	new	MT031299
H3N2	new	MT168813
H3N2	new	MT031011
H3N2	new	MN947709
H3N2	new	MN638491
H3N2	new	MT246079
H3N2	new	MN881783
H3N2	new	MT031323
H3N2	new	MN820163
H3N2	new	MN975819
H3N2	new	MT031580
H3N2	new	MN755441
H3N2	new	MN948529
H3N2	new	MN755393
H3N2	new	MN755120
H3N2	new	MN820403
H3N2	new	MN638571
H3N2	new	MN948761
H3N2	new	MT031227
H3N2	new	MN881900
H3N2	new	MK898408
H3N2	new	MH585838
H3N2	new	MH306670
H3N2	new	MH540770
H3N2	new	MK745320
H3N2	new	MK398673
H3N2	new	MK623084
H3N2	new	MK495341
H3N2	new	MK398559
H3N2	new	MK624179
H3N2	new	MK576834
H3N2	new	MK071034
H3N2	new	MH601410
H3N2	new	MN573671
H3N2	new	MN572559
H3N2	new	CY244681
H3N2	new	MN570215
H3N2	new	CY264735
H3N2	new	CY260511
H3N2	new	MG830254
H3N2	new	CY245142
H3N2	new	MN569151
H3N2	new	MN571591
H3N2	new	MN571607
H3N2	new	MN569719
H3N2	new	MK381509
H3N2	new	CY250595
H3N2	new	CY244894
H3N2	new	CY242342
H3N2	new	CY245238
H3N2	new	CY244265
H3N2	new	CY244122
H3N2	new	MN570543
H3N2	new	MG279222
H3N2	new	MN572015
H3N2	new	MN569159
H3N2	new	MN574239
H3N2	new	MN568927
H3N2	new	MN570911
H3N2	new	MN716066
H3N2	new	MH637533
H3N2	new	MN573591
H3N2	new	MN573887
H3N2	new	MN573551
H3N2	new	MN573575
H3N2	new	MN574271
H3N2	new	MH637484
H3N2	new	MN573607
H3N2	new	MH637697
H3N2	new	CY227214
H3N2	new	CY227574
H3N2	new	CY244039
H3N2	new	MN573423
H3N2	new	MN573039
H3N2	new	MN716316
H3N2	new	MN716039
H3N2	new	MG431381
H3N2	new	MG431379
H3N2	new	MG431377
H3N2	new	MG431378
H3N2	new	MG431376
H3N2	new	MN716141
H3N2	new	MN573071
H3N2	new	MN716422
H3N2	new	MN568351
H3N2	new	CY244561
H3N2	new	MN568303
H3N2	new	CY243471
H3N2	new	MN572071
H3N2	new	MH885275
H3N2	new	MK400783
H3N2	new	MN826673
H3N2	new	MN538401
H3N2	new	CY264330
H3N2	new	MN572383
H3N2	new	MN572719
H3N2	new	MN572583
H3N2	new	MN572127
H3N2	new	MN569839
H3N2	new	MN572615
H3N2	new	MN571775
H3N2	new	MN538416
H3N2	new	MN571767
H3N2	new	MN568503
H3N2	new	CY234626
H3N2	new	MN569175
H3N2	new	MN572143
H3N2	new	MN570143
H3N2	new	MN572271
H3N2	new	MN571671
H3N2	new	MN571695
H3N2	new	MN568439
H3N2	new	MH294721
H3N2	new	MG066684
H3N2	new	CY263176
H3N2	new	CY263184
H3N2	new	MH885214
H3N2	new	MH201591
H3N2	new	MH201580
H3N2	new	CY250659
H3N2	new	CY247142
H3N2	new	MN570087
H3N2	new	CY242054
H3N2	new	MN568399
H3N2	new	MG279230
H3N2	new	MN538408
H3N2	new	MH792441
H3N2	new	MN169608
H3N2	new	MK363380
H3N2	new	MN570111
H3N2	new	MN570335
H3N2	new	MN573063
H3N2	new	MK745064
H3N2	new	MN570647
H3N2	new	MK772072
H3N2	new	MN000536
H3N2	new	CY239728
H3N2	new	CY228685
H3N2	new	MN573159
H3N2	new	MN571303
H3N2	new	MN572135
H3N2	new	MN570207
H3N2	new	MN573839
H3N2	new	MN573311
H3N2	new	MN568895
H3N2	new	MN568215
H3N2	new	CY258188
H3N2	new	MN570919
H3N2	new	MH126606
H3N2	new	MH081875
H3N2	new	CY261535
H3N2	new	MH601339
H3N2	new	MN538415
H3N2	new	MN538412
H3N2	new	MN538414
H3N2	new	MN569223
H3N2	new	MN569191
H3N2	new	MN569199
H3N2	new	MN568081
H3N2	new	MH443532
H3N2	new	MH127297
H3N2	new	CY256165
H3N2	new	MH201521
H3N2	new	MN568367
H3N2	new	MN573255
H3N2	new	MN568775
H3N2	new	MN568759
H3N2	new	MN569671
H3N2	new	MN568815
H3N2	new	MN574119
H3N2	new	MN571359
H3N2	new	MN572655
H3N2	new	MN573447
H3N2	new	MG066682
H3N2	new	MG889817
H3N2	new	CY260849
H3N2	new	MN573175
H3N2	new	MN573503
H3N2	new	CY256189
H3N2	new	MN569383
H3N2	new	MN569095
H3N2	new	CY264409
H3N2	new	MH201453
H3N2	new	MH600641
H3N2	new	MH778980
H3N2	new	MG974948
H3N2	new	MN572639
H3N2	new	CY258180
H3N2	new	CY243567
H3N2	new	MN569047
H3N2	new	MN538407
H3N2	new	MK401386
H3N2	new	MH126625
H3N2	new	MH307034
H3N2	new	MH201587
H3N2	new	MH201575
H3N2	new	MH201578
H3N2	new	MH201576
H3N2	new	MH201579
H3N2	new	MH126585
H3N2	new	MH885177
H3N2	new	MH307266
H3N2	new	MH127241
H3N2	new	MK381501
H3N2	new	MH885248
H3N2	new	CY245286
H3N2	new	MN570255
H3N2	new	MN570951
H3N2	new	MG914339
H3N2	new	MG914227
H3N2	new	MH601769
H3N2	new	CY264481
H3N2	new	CY264092
H3N2	new	MN538403
H3N2	new	MN538404
H3N2	new	MN538402
H3N2	new	MN538409
H3N2	new	MN538399
H3N2	new	MN538400
H3N2	new	CY249955
H3N2	new	CY256037
H3N2	new	CY261367
H3N2	new	MH779052
H3N2	new	MG889606
H3N2	new	MG889664
H3N2	new	MG889605
H3N2	new	MG889743
H3N2	new	CY264870
H3N2	new	MN568591
H3N2	new	MN568679
H3N2	new	MN568479
H3N2	new	MN573679
H3N2	new	MN570159
H3N2	new	MF673163
H3N2	new	MG984162
H3N2	new	MG984289
H3N2	new	MG984313
H3N2	new	MN569079
H3N2	new	MN570063
H3N2	new	MF673284
H3N2	new	CY250491
H3N2	new	MN572487
H3N2	new	CY245134
H3N2	new	MN568359
H3N2	new	MN572319
H3N2	new	MK474891
H3N2	new	MK555122
H3N2	new	MK745568
H3N2	new	MK363483
H3N2	new	MK743202
H3N2	new	MN055136
H3N2	new	MK677251
H3N2	new	MK927228
H3N2	new	MK623022
H3N2	new	MN372679
H3N2	new	MN819947
H3N2	new	MN948444
H3N2	new	MK745616
H3N2	new	MN222082
H3N2	new	MN975994
H3N2	new	MN881823
H3N2	new	MN638667
H3N2	new	MN948873
H3N2	new	MN054305
H3N2	new	MN054538
H3N2	new	MN055093
H3N2	new	MK159804
H3N2	new	MN055034
H3N2	new	MK159851
H3N2	new	MN055226
H3N2	new	MK380017
H3N2	new	MK474845
H3N2	new	MT342456
H3N2	new	MT306501
H3N2	new	MT169188
H3N2	new	MT342364
H3N2	new	MT168733
H3N2	new	MT342488
H3N2	new	MT499766
H3N2	new	MT467141
H3N2	new	MT341923
H3N2	new	MT306310
H3N2	new	MT245415
H3N2	new	MT467107
H3N2	new	MT246016
H3N2	new	MT342083
H3N2	new	MT342328
H3N2	new	MT306581
H3N2	new	MT169171
H3N2	new	MT466979
H3N2	new	MT342033
H3N2	new	MT168725
H3N2	new	MT422945
H3N2	new	MN755449
H3N2	new	MT105418
H3N2	new	MT342018
H3N2	new	MN819971
H3N2	new	MT246048
H3N2	new	MT245714
H3N2	new	MT467164
H3N2	new	MT422929
H3N2	new	MT342320
H3N2	new	MT342344
H3N2	new	MT342145
H3N2	new	MT342113
H3N2	new	MT467171
H3N2	new	MT499742
H3N2	new	MT246000
H3N2	new	MT168619
H3N2	new	MT056164
H3N2	new	MT342002
H3N2	new	MT246040
H3N2	new	MT342392
H3N2	new	MT056210
H3N2	new	MT467059
H3N2	new	MT342674
H3N2	new	MT342661
H3N2	new	MK772755
H3N2	new	MK745424
H3N2	new	MT030902
H3N2	new	MN319222
H3N2	new	MK772215
H3N2	new	MN081162
H3N2	new	MN975564
H3N2	new	MN820331
H3N2	new	MK624019
H3N2	new	MK077440
H3N2	new	MK268368
H3N2	new	MK576810
H3N2	new	MN569911
H3N2	new	MK077496
H3N2	new	MN221552
H3N2	new	MK840323
H3N2	new	MN055317
H3N2	new	MK181883
H3N2	new	MK363544
H3N2	new	MK648247
H3N2	new	MK869107
H3N2	new	MN222917
H3N2	new	MN073992
H3N2	new	MN061211
H3N2	new	MN061083
H3N2	new	MN061147
H3N2	new	MN570567
H3N2	new	MN820171
H3N2	new	MK763560
H3N2	new	MK927163
H3N2	new	MN074314
H3N2	new	MK927209
H3N2	new	MK624338
H3N2	new	MK676788
H3N2	new	MK744776
H3N2	new	MK623132
H3N2	new	MK268455
H3N2	new	MK077448
H3N2	new	MK592844
H3N2	new	MK077424
H3N2	new	MK398607
H3N2	new	MK398591
H3N2	new	MN054405
H3N2	new	MK927193
H3N2	new	MK265427
H3N2	new	MK592842
H3N2	new	MN568191
H3N2	new	MN573967
H3N2	new	MN568623
H3N2	new	MN571943
H3N2	new	MG889700
H3N2	new	MK595699
H3N2	new	MK592848
H3N2	new	MK474837
H3N2	new	MN568375
H3N2	new	MK265443
H3N2	new	MK244819
H3N2	new	MK624619
H3N2	new	MN570671
H3N2	new	MN568423
H3N2	new	MK623188
H3N2	new	MK927190
H3N2	new	MT102497
H3N2	new	MN222853
H3N2	new	MK898978
H3N2	new	MK898970
H3N2	new	MK592841
H3N2	new	MK595700
H3N2	new	MK555058
H3N2	new	MK398519
H3N2	new	MK474730
H3N2	new	MK445988
H3N2	new	MN570623
H3N2	new	MK363353
H3N2	new	MK743674
H3N2	new	MK398551
H3N2	new	MK244803
H3N2	new	MK592843
H3N2	new	MK595697
H3N2	new	MK592846
H3N2	new	MK592850
H3N2	new	MK244891
H3N2	new	MK363451
H3N2	new	MN573295
H3N2	new	MN571119
H3N2	new	MN573223
H3N2	new	MN570423
H3N2	new	MK363643
H3N2	new	MK363662
H3N2	new	MN569991
H3N2	new	MN569975
H3N2	new	MK381486
H3N2	new	MN054255
H3N2	new	MK381482
H3N2	new	MN055186
H3N2	new	MH358662
H3N2	new	MK181767
H3N2	new	MK555042
H3N2	new	MK159820
H3N2	new	MN568311
H3N2	new	MK744912
H3N2	new	MK743866
H3N2	new	MK745920
H3N2	new	MK244859
H3N2	new	MK624235
H3N2	new	MN573903
H3N2	new	MK495277
H3N2	new	MN061115
H3N2	new	MK677299
H3N2	new	MK624283
H3N2	new	MN568719
H3N2	new	MH729560
H3N2	new	MK474861
H3N2	new	MH898333
H3N2	new	MK623092
H3N2	new	MK840091
H3N2	new	MK869347
H3N2	new	MN248147
H3N2	new	MK857585
H3N2	new	MK927682
H3N2	new	MK763000
H3N2	new	MK636003
H3N2	new	MK398509
H3N2	new	MN000542
H3N2	new	MK856467
H3N2	new	MT168829
H3N2	new	MK785815
H3N2	new	MN371597
H3N2	new	MN246546
H3N2	new	MN221885
H3N2	new	MK676862
H3N2	new	MN084291
H3N2	new	MN246626
H3N2	new	MN247274
H3N2	new	MK912638
H3N2	new	MK927738
H3N2	new	MK960468
H3N2	new	MK927730
H3N2	new	MN947761
H3N2	new	MN638515
H3N2	new	MN084600
H3N2	new	MN424187
H3N2	new	MK623116
H3N2	new	MK624213
H3N2	new	MK576221
H3N2	new	MK743242
H3N2	new	MK742941
H3N2	new	MK382013
H3N2	new	MH778982
H3N2	new	CY264353
H3N2	new	MN573327
H3N2	new	MG889819
H3N2	new	MH798310
H3N2	new	MN538406
H3N2	new	MK474907
H3N2	new	MK474877
H3N2	new	MN573191
H3N2	new	MK027471
H3N2	new	MK077464
H3N2	new	MK400741
H3N2	new	MK181851
H3N2	new	MK502368
H3N2	new	MK241308
H3N2	new	MK898495
H3N2	new	MH082804
H3N2	new	MN574007
H3N2	new	MK398599
H3N2	new	MK244827
H3N2	new	MN568911
H3N2	new	MK168538
H3N2	new	MK241117
H3N2	new	MH358630
H3N2	new	MN571311
H3N2	new	MN570407
H3N2	new	MN573007
H3N2	new	MN570239
H3N2	new	MN569791
H3N2	new	MN572903
H3N2	new	MK241396
H3N2	new	MN568887
H3N2	new	MT245706
H3N2	new	MT245738
H3N2	new	MT031307
H3N2	new	MT342510
H3N2	new	MT245412
H3N2	new	MN975595
H3N2	new	MT245339
H3N2	new	MN820291
H3N2	new	MK744904
H3N2	new	MT246009
H3N2	new	MT168644
H3N2	new	MT465973
H3N2	new	MT306600
H3N2	new	MN372911
H3N2	new	MN819885
H3N2	new	MT102521
H3N2	new	MT102520
H3N2	new	MN637889
H3N2	new	MN423622
H3N2	new	MN820251
H3N2	new	MN820379
H3N2	new	MN948457
H3N2	new	MN820083
H3N2	new	MT169452
H3N2	new	MT245490
H3N2	new	MN947742
H3N2	new	MN819878
H3N2	new	MN948473
H3N2	new	MT168758
H3N2	new	MT031155
H3N2	new	MN881919
H3N2	new	MT499725
H3N2	new	MT245602
H3N2	new	MT306461
H3N2	new	MT306613
H3N2	new	MT169076
H3N2	new	MT342064
H3N2	new	MT342424
H3N2	new	MT467091
H3N2	new	MT342137
H3N2	new	MT056250
H3N2	new	MT467195
H3N2	new	MT245619
H3N2	new	MT422889
H3N2	new	MT375624
H3N2	new	MT375632
H3N2	new	MT342185
H3N2	new	MT342258
H3N2	new	MT341993
H3N2	new	MT245354
H3N2	new	MT342696
H3N2	new	MT306541
H3N2	new	MT306533
H3N2	new	MT246032
H3N2	new	MT169212
H3N2	new	MT342690
H3N2	new	MT169196
H3N2	new	MT245506
H3N2	new	MH201514
H3N2	new	MG830948
H3N2	new	CY231005
H3N2	new	CY244040
H3N2	new	CY216017
H3N2	new	CY226655
H3N2	new	CY226623
H3N2	new	CY226567
H3N2	new	CY226607
H3N2	new	CY223838
H3N2	new	MH216518
H3N2	new	MH216434
H3N2	new	CY227694
H3N2	new	MN299474
H3N2	new	KY116190
H3N2	new	MN299608
H3N2	new	MF182527
H3N2	new	MF182528
H3N2	new	MF182525
H3N2	new	CY219201
H3N2	new	CY239713
H3N2	new	CY230738
H3N2	new	CY231132
H3N2	new	MN299426
H3N2	new	CY216049
H3N2	new	CY222917
H3N2	new	KY583625
H3N2	new	CY210727
H3N2	new	CY224838
H3N2	new	CY214594
H3N2	new	MH346849
H3N2	new	MN299424
H3N2	new	CY223934
H3N2	new	KY115878
H3N2	new	KY289450
H3N2	new	CY228805
H3N2	new	CY226695
H3N2	new	CY243947
H3N2	new	CY210306
H3N2	new	KY950099
H3N2	new	KY289497
H3N2	new	MN299933
H3N2	new	CY222805
H3N2	new	CY227526
